"Site","SC.Category","SC.Level","Sample.Date","Fraction","Replicate","Order","Family","Genus","Abundance","Density","Biomass","Biomass.Area.Corrected","Unique_ID"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Empididae","Chelifera",0,0,0,0,"Chelifera_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Trichoptera","Hydropsychidae","Cheumatopsyche",1,10.76426265,2.042659979,21.9877285185995,"Cheumatopsyche_21.9877285185995_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Chironomidae","Chironomidae",0,0,0,0,"Chironomidae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Chironomidae","Chironomini",1,10.76426265,0.13873963,1.49342981728382,"Chironomini_1.49342981728382_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Hexapoda","Collembola","Collembola",0,0,0,0,"Collembola_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Trichoptera","Polycentropodidae","Cyrnellus",0,0,0,0,"Cyrnellus_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Pediciidae","Dicranota",0,0,0,0,"Dicranota_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Trichoptera","Hydropsychidae","Diplectrona",0,0,0,0,"Diplectrona_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Dixidae","Dixa",0,0,0,0,"Dixa_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Dixidae","Dixella",0,0,0,0,"Dixella_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Coleoptera","Psephenidae","Ectopria",1,10.76426265,0.124899502,1.3444510443822,"Ectopria_1.3444510443822_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Ephemeroptera","Ephemeridae","Ephemera",0,0,0,0,"Ephemera_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Ephemeroptera","Ephemerellidae","Ephemerellidae",0,0,0,0,"Ephemerellidae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Ephemeroptera","Ephemerellidae","Eurylophella",0,0,0,0,"Eurylophella_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Trichoptera","Glossosomatidae","Glossosoma",0,0,0,0,"Glossosoma_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Trichoptera","Goeridae","Goera",0,0,0,0,"Goera_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Odonata","Gomphidae","Gomphurus",0,0,0,0,"Gomphurus_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Coleoptera","Gyrinidae","Gyrinus",0,0,0,0,"Gyrinus_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Ephemeroptera","Heptageniidae","Heptageniidae",1,10.76426265,2.079631765,22.3857025337431,"Heptageniidae_22.3857025337431_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Odonata","Calopterygidae","Hetaerina",0,0,0,0,"Hetaerina_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Limoniidae","Hexatoma",4,43.05705059,6.695510402,288.288930104785,"Hexatoma_288.288930104785_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Trombidiformes","Hydrachnidia","Hydrachnia",0,0,0,0,"Hydrachnia_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Trichoptera","Hydropsychidae","Hydropsyche",0,0,0,0,"Hydropsyche_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Plecoptera","Perlodidae","Isoperla",0,0,0,0,"Isoperla_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Lepidoptera","Crambidae","Langessa",0,0,0,0,"Langessa_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Ephemeroptera","Leptophlebiidae","Leptophlebiidae",0,0,0,0,"Leptophlebiidae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Plecoptera","Leuctridae","Leuctra",0,0,0,0,"Leuctra_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Plecoptera","Leuctridae","Leuctridae",0,0,0,0,"Leuctridae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Hemiptera","Veliidae","Microvelia",1,10.76426265,0.175405746,1.88811352026319,"Microvelia_1.88811352026319_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Chironominae","Orthocladine",3,32.29278794,0.585939958,18.9216348092665,"Orthocladine_18.9216348092665_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Coleoptera","Elmidae","Oulimnius(A)",2,21.5285253,0.12774,2.750053821822,"Oulimnius(A)_2.750053821822_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Coleoptera","Elmidae","Oulimnius(L)",0,0,0,0,"Oulimnius(L)_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Plecoptera","Capniidae","Paracapnia",0,0,0,0,"Paracapnia_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Ephemeroptera","Leptophlebiidae","Paraleptophlebiidae",6,64.58557589,42.51872135,2746.09610449619,"Paraleptophlebiidae_2746.09610449619_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Trichoptera","Polycentropodidae","Polycentropodidae",0,0,0,0,"Polycentropodidae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Trichoptera","Polycentropodidae","Polycentropus",1,10.76426265,0.977690709,10.5241195821407,"Polycentropus_10.5241195821407_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Ceratopogonidae","Probezzia",0,0,0,0,"Probezzia_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Coleoptera","Psephenidae","Psephenus",0,0,0,0,"Psephenus_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Trichoptera","Pupa","Pupa",0,0,0,0,"Pupa_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Pupa","Pupa",0,0,0,0,"Pupa_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Chironomidae","Pupa",0,0,0,0,"Pupa_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Hemiptera","Veliidae","Rhagovelia",0,0,0,0,"Rhagovelia_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Megaloptera","Sialidae","Sialis",0,0,0,0,"Sialis_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Gastropoda","Lymnaidae","Stagnicola",0,0,0,0,"Stagnicola_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Coleoptera","Elmidae","Stenelmis (A)",0,0,0,0,"Stenelmis (A)_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Coleoptera","Elmidae","Stenelmis (L)",2,21.5285253,19.22868513,413.965234306939,"Stenelmis (L)_413.965234306939_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Ephemeroptera","Heptageniidae","Stenonema",4,43.05705059,8.150150347,350.921435806885,"Stenonema_350.921435806885_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Odonata","Gomphidae","Stylogomphurus",0,0,0,0,"Stylogomphurus_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Tanypodinae","Tanypodinae",1,10.76426265,0.285697382,3.07532165826538,"Tanypodinae_3.07532165826538_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Chironominae","Tanytarsini",0,0,0,0,"Tanytarsini_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Diptera","Tipulidae","Tipula",4,43.05705059,7.162257106,308.385666551629,"Tipula_308.385666551629_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",4,"Odonata","Aeshnidae","Triacanthagyna",0,0,0,0,"Triacanthagyna_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Ephemeroptera","Baetidae","Acerpenna",0,0,0,0,"Acerpenna_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Plecoptera","Perlidae","Acroneuria",0,0,0,0,"Acroneuria_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Plecoptera","Adult","Adult",0,0,0,0,"Adult_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Adult","Adult",1,10.76426265,0.471063475,5.07065096972171,"Adult_5.07065096972171_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Adult","Adult",0,0,0,0,"Adult_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Stratiomyidae","Allognasta",0,0,0,0,"Allognasta_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Plecoptera","Chloroperlidae","Alloperla",0,0,0,0,"Alloperla_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Limoniidae","Antocha",0,0,0,0,"Antocha_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Athericidae","Atherix",0,0,0,0,"Atherix_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Ephemeroptera","Baetidae","Baetis",0,0,0,0,"Baetis_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Ephemeroptera","Baetiscidae","Baetisca",0,0,0,0,"Baetisca_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Odonata","Aeshnidae","Boyeria",0,0,0,0,"Boyeria_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Plecoptera","Capniidae","Capniidae",0,0,0,0,"Capniidae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Trichoptera","Polycentropodidae","Cernotina",0,0,0,0,"Cernotina_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Empididae","Chelifera",0,0,0,0,"Chelifera_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Trichoptera","Hydropsychidae","Cheumatopsyche",1,10.76426265,3.293449015,35.4515502218438,"Cheumatopsyche_35.4515502218438_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Chironomidae","Chironomidae",0,0,0,0,"Chironomidae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Chironomidae","Chironomini",0,0,0,0,"Chironomini_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Hexapoda","Collembola","Collembola",0,0,0,0,"Collembola_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Trichoptera","Polycentropodidae","Cyrnellus",0,0,0,0,"Cyrnellus_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Pediciidae","Dicranota",0,0,0,0,"Dicranota_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Trichoptera","Hydropsychidae","Diplectrona",0,0,0,0,"Diplectrona_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Dixidae","Dixa",0,0,0,0,"Dixa_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Dixidae","Dixella",0,0,0,0,"Dixella_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Coleoptera","Psephenidae","Ectopria",1,10.76426265,0.124899502,1.3444510443822,"Ectopria_1.3444510443822_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Ephemeroptera","Ephemeridae","Ephemera",0,0,0,0,"Ephemera_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Ephemeroptera","Ephemerellidae","Ephemerellidae",0,0,0,0,"Ephemerellidae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Ephemeroptera","Ephemerellidae","Eurylophella",0,0,0,0,"Eurylophella_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Trichoptera","Glossosomatidae","Glossosoma",0,0,0,0,"Glossosoma_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Trichoptera","Goeridae","Goera",0,0,0,0,"Goera_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Odonata","Gomphidae","Gomphurus",0,0,0,0,"Gomphurus_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Coleoptera","Gyrinidae","Gyrinus",0,0,0,0,"Gyrinus_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Ephemeroptera","Heptageniidae","Heptageniidae",0,0,0,0,"Heptageniidae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Odonata","Calopterygidae","Hetaerina",0,0,0,0,"Hetaerina_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Limoniidae","Hexatoma",1,10.76426265,2.659523334,28.6278076909797,"Hexatoma_28.6278076909797_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Trombidiformes","Hydrachnidia","Hydrachnia",0,0,0,0,"Hydrachnia_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Trichoptera","Hydropsychidae","Hydropsyche",0,0,0,0,"Hydropsyche_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Plecoptera","Perlodidae","Isoperla",0,0,0,0,"Isoperla_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Lepidoptera","Crambidae","Langessa",0,0,0,0,"Langessa_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Ephemeroptera","Leptophlebiidae","Leptophlebiidae",0,0,0,0,"Leptophlebiidae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Plecoptera","Leuctridae","Leuctra",1,10.76426265,0.057874322,0.622974402698673,"Leuctra_0.622974402698673_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Plecoptera","Leuctridae","Leuctridae",0,0,0,0,"Leuctridae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Hemiptera","Veliidae","Microvelia",0,0,0,0,"Microvelia_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Chironominae","Orthocladine",3,32.29278794,0.071380989,2.30509114072447,"Orthocladine_2.30509114072447_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Coleoptera","Elmidae","Oulimnius(A)",0,0,0,0,"Oulimnius(A)_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Coleoptera","Elmidae","Oulimnius(L)",0,0,0,0,"Oulimnius(L)_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Plecoptera","Capniidae","Paracapnia",0,0,0,0,"Paracapnia_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Ephemeroptera","Leptophlebiidae","Paraleptophlebiidae",0,0,0,0,"Paraleptophlebiidae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Trichoptera","Polycentropodidae","Polycentropodidae",0,0,0,0,"Polycentropodidae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Trichoptera","Polycentropodidae","Polycentropus",0,0,0,0,"Polycentropus_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Ceratopogonidae","Probezzia",2,21.5285253,5.865290396,126.271052682133,"Probezzia_126.271052682133_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Coleoptera","Psephenidae","Psephenus",0,0,0,0,"Psephenus_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Trichoptera","Pupa","Pupa",0,0,0,0,"Pupa_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Pupa","Pupa",0,0,0,0,"Pupa_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Chironomidae","Pupa",0,0,0,0,"Pupa_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Hemiptera","Veliidae","Rhagovelia",0,0,0,0,"Rhagovelia_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Megaloptera","Sialidae","Sialis",0,0,0,0,"Sialis_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Gastropoda","Lymnaidae","Stagnicola",0,0,0,0,"Stagnicola_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Coleoptera","Elmidae","Stenelmis (A)",0,0,0,0,"Stenelmis (A)_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Coleoptera","Elmidae","Stenelmis (L)",0,0,0,0,"Stenelmis (L)_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Ephemeroptera","Heptageniidae","Stenonema",1,10.76426265,0.2266518,2.43973950529527,"Stenonema_2.43973950529527_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Odonata","Gomphidae","Stylogomphurus",0,0,0,0,"Stylogomphurus_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Tanypodinae","Tanypodinae",0,0,0,0,"Tanypodinae_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Chironominae","Tanytarsini",0,0,0,0,"Tanytarsini_0_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Diptera","Tipulidae","Tipula",1,10.76426265,1.029031839,11.0767689902085,"Tipula_11.0767689902085_HCN_REF_78"
"HCN","REF","78","10/20/23","> 1",5,"Odonata","Aeshnidae","Triacanthagyna",0,0,0,0,"Triacanthagyna_0_HCN_REF_78"
"FRY","MID","402","10/21/23","> 1",1,"Ephemeroptera","Baetidae","Acerpenna",0,0,0,0,"Acerpenna_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Plecoptera","Perlidae","Acroneuria",1,10.76426265,1.575942758,16.9638617684774,"Acroneuria_16.9638617684774_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Plecoptera","Adult","Adult",0,0,0,0,"Adult_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Adult","Adult",0,0,0,0,"Adult_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Plecoptera","Capniidae","Allocapnia",29,312.1636168,1.947659564,607.988453793351,"Allocapnia_607.988453793351_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Plecoptera","Chloroperlidae","Alloperla",0,0,0,0,"Alloperla_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Limoniidae","Antocha",0,0,0,0,"Antocha_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Athericidae","Atherix",0,0,0,0,"Atherix_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Ephemeroptera","Baetidae","Baetis",0,0,0,0,"Baetis_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Ephemeroptera","Baetiscidae","Baetisca",0,0,0,0,"Baetisca_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Odonata","Aeshnidae","Boyeria",0,0,0,0,"Boyeria_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Hymenoptera","Braconidae (A)","Braconidae (A)",0,0,0,0,"Braconidae (A)_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Plecoptera","Capniidae","Capniidae",0,0,0,0,"Capniidae_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Ceratopogonidae","Ceraptogoninae",0,0,0,0,"Ceraptogoninae_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Trichoptera","Polycentropodidae","Cernotina",2,21.5285253,0.351689118,7.57134807459768,"Cernotina_7.57134807459768_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Empididae","Chelifera",0,0,0,0,"Chelifera_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Trichoptera","Hydropsychidae","Cheumatopsyche",5,53.82131324,9.606608602,517.04029074232,"Cheumatopsyche_517.04029074232_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Chironomidae","Chironomidae",1,10.76426265,0.012582795,0.135444510251107,"Chironomidae_0.135444510251107_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Chironomidae","Chironomini",1,10.76426265,0.080994866,0.871850010925555,"Chironomini_0.871850010925555_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Hexapoda","Collembola","Collembola",0,0,0,0,"Collembola_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Trichoptera","Polycentropodidae","Cyrnellus",0,0,0,0,"Cyrnellus_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Pediciidae","Dicranota",0,0,0,0,"Dicranota_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Trichoptera","Hydropsychidae","Diplectrona",16,172.2282024,11.03270323,1900.14264491557,"Diplectrona_1900.14264491557_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Dixidae","Dixa",0,0,0,0,"Dixa_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Coleoptera","Psephenidae","Ectopria",0,0,0,0,"Ectopria_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Ephemeroptera","Ephemeridae","Ephemera",0,0,0,0,"Ephemera_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Ephemeroptera","Ephemerellidae","Eurylophella",0,0,0,0,"Eurylophella_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Trichoptera","Glossosomatidae","Glossosoma",0,0,0,0,"Glossosoma_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Trichoptera","Goeridae","Goera",0,0,0,0,"Goera_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Odonata","Gomphidae","Gomphurus",0,0,0,0,"Gomphurus_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Coleoptera","Gyrinidae","Gyrinus",0,0,0,0,"Gyrinus_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Coleoptera","Dryopidae","Helichus (A)",0,0,0,0,"Helichus (A)_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Hemiptera","Hemiptera","Hemiptera",1,10.76426265,0.245106109,2.63838653439553,"Hemiptera_2.63838653439553_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Hemiptera (terrestrial)","Hemiptera (terrestrial)","Hemiptera (terrestrial)",0,0,0,0,"Hemiptera (terrestrial)_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Odonata","Calopterygidae","Hetaerina",0,0,0,0,"Hetaerina_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Limoniidae","Hexatoma",0,0,0,0,"Hexatoma_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Trombidiformes","Hydrachnidia","Hydrachnia",0,0,0,0,"Hydrachnia_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Trichoptera","Hydropsychidae","Hydropsyche",3,32.29278794,8.218593419,265.401294444847,"Hydropsyche_265.401294444847_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Hymenoptera (terrestrial) (A)","Hymenoptera (terrestrial) (A)","Hymenoptera (terrestrial) (A)",0,0,0,0,"Hymenoptera (terrestrial) (A)_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Plecoptera","Perlodidae","Isoperla",0,0,0,0,"Isoperla_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Lepidoptera","Crambidae","Langessa",0,0,0,0,"Langessa_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Plecoptera","Leuctridae","Leuctra (A)",1,10.76426265,0.763084911,8.21404640625587,"Leuctra (A)_8.21404640625587_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Plecoptera","Leuctridae","Leuctra (L)",0,0,0,0,"Leuctra (L)_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Hemiptera","Veliidae","Microvelia",0,0,0,0,"Microvelia_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Empididae","Neoplasta",2,21.5285253,1.402249466,30.1883631056925,"Neoplasta_30.1883631056925_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Oligochaea","Oligochaeta","Oligochaeta",0,0,0,0,"Oligochaeta_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Coleoptera","Elmidae","Optioservus (A)",1,10.76426265,0.45238,4.869537137607,"Optioservus (A)_4.869537137607_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Coleoptera","Elmidae","Optioservus (L)",1,10.76426265,1.237527349,13.3210694211942,"Optioservus (L)_13.3210694211942_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Chironominae","Orthocladine",8,86.11410118,1.288644287,110.970444515747,"Orthocladine_110.970444515747_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Coleoptera","Elmidae","Oulimnius(A)",0,0,0,0,"Oulimnius(A)_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Coleoptera","Elmidae","Oulimnius(L)",4,43.05705059,1.380599339,59.4445355838436,"Oulimnius(L)_59.4445355838436_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Plecoptera","Capniidae","Paracapnia",4,43.05705059,0.438611228,18.885305833338,"Paracapnia_18.885305833338_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Ephemeroptera","Leptophlebiidae","Paraleptophlebiidae",0,0,0,0,"Paraleptophlebiidae_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Trichoptera","Polycentropodidae","Polycentropodidae",0,0,0,0,"Polycentropodidae_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Ceratopogonidae","Probezzia",0,0,0,0,"Probezzia_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Coleoptera","Psephenidae","Psephenus",2,21.5285253,0.365646397,7.87182770866834,"Psephenus_7.87182770866834_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Trichoptera","Pupa","Pupa",0,0,0,0,"Pupa_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Chironomidae","Pupa",0,0,0,0,"Pupa_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Pupa","Pupa",3,32.29278794,0.348917318,11.2675129587675,"Pupa_11.2675129587675_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Hemiptera","Veliidae","Rhagovelia",0,0,0,0,"Rhagovelia_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Trichoptera","Rhyaciphilidae","Rhyacophila",2,21.5285253,0.844033445,18.1707953747287,"Rhyacophila_18.1707953747287_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Megaloptera","Sialidae","Sialis",0,0,0,0,"Sialis_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Diptera","Simuliidae","Simulium",0,0,0,0,"Simulium_0_FRY_MID_402"
"FRY","MID","402","10/21/23","> 1",1,"Gastropoda","Lymnaidae","Stagnicola",0,0,0,0,"Stagnicola_0_FRY_MID_402"
